State,State Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Delivery Method,Delivery Method Code,Deaths,Births,Death Rate Raw,Death Rate Fx,Death Rate Clean
Hawaii,15,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,16,2365,6.77 (Unreliable),6.77,6.77
Hawaii,15,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,14,3701,3.78 (Unreliable),3.78,3.78
Hawaii,15,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,17,2891,5.88 (Unreliable),5.88,5.88
Hawaii,15,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,16,2016,7.94 (Unreliable),7.94,7.94
Hawaii,15,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,10,674,14.84 (Unreliable),14.84,14.84
Hawaii,15,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,21,3000,7,7,7
Hawaii,15,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,21,3686,5.7,5.7,5.7
Hawaii,15,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,13,1179,11.03 (Unreliable),11.03,11.03
Hawaii,15,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,11,2669,4.12 (Unreliable),4.12,4.12
Hawaii,15,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,15,4524,3.32 (Unreliable),3.32,3.32
Idaho,16,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,17,1841,9.23 (Unreliable),9.23,9.23
Idaho,16,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,10,1705,5.87 (Unreliable),5.87,5.87
Idaho,16,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,18,2412,7.46 (Unreliable),7.46,7.46
Idaho,16,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,41,8575,4.78,4.78,4.78
Idaho,16,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,24,2128,11.28,11.28,11.28
Idaho,16,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,27,6590,4.1,4.1,4.1
Idaho,16,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,12,1560,7.69 (Unreliable),7.69,7.69
Idaho,16,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,28,7066,3.96,3.96,3.96
Idaho,16,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,29,2349,12.35,12.35,12.35
Idaho,16,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,21,8060,2.61,2.61,2.61
Idaho,16,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,14,2497,5.61 (Unreliable),5.61,5.61
Idaho,16,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,10,949,10.54 (Unreliable),10.54,10.54
Idaho,16,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,18,8570,2.10 (Unreliable),2.1,2.1
Idaho,16,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,11,1997,5.51 (Unreliable),5.51,5.51
Idaho,16,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,16,3432,4.66 (Unreliable),4.66,4.66
Idaho,16,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,10,1442,6.93 (Unreliable),6.93,6.93
Idaho,16,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,17,4966,3.42 (Unreliable),3.42,3.42
Idaho,16,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,18,1860,9.68 (Unreliable),9.68,9.68
Idaho,16,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,18,7643,2.36 (Unreliable),2.36,2.36
Idaho,16,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,13,2347,5.54 (Unreliable),5.54,5.54
Idaho,16,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,16,1999,8.00 (Unreliable),8,8
Illinois,17,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,104,9960,10.44,10.44,10.44
Illinois,17,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,46,2076,22.16,22.16,22.16
Illinois,17,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,79,10208,7.74,7.74,7.74
Illinois,17,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,34,2347,14.49,14.49,14.49
Illinois,17,15-19 years,15-19,"Some college credit, but not a degree",4,Vaginal,1,12,2102,5.71 (Unreliable),5.71,5.71
Illinois,17,15-19 years,15-19,"Some college credit, but not a degree",4,Cesarean,2,11,484,22.73 (Unreliable),22.73,22.73
Illinois,17,20-24 years,20-24,8th grade or less,1,Vaginal,1,10,929,10.76 (Unreliable),10.76,10.76
Illinois,17,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,80,9736,8.22,8.22,8.22
Illinois,17,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,41,3138,13.07,13.07,13.07
Illinois,17,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,286,38966,7.34,7.34,7.34
Illinois,17,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,155,12416,12.48,12.48,12.48
Illinois,17,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,144,23239,6.2,6.2,6.2
Illinois,17,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,100,7505,13.32,13.32,13.32
Illinois,17,20-24 years,20-24,"Associate degree (AA, AS)",5,Vaginal,1,28,5120,5.47,5.47,5.47
Illinois,17,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,15,1603,9.36 (Unreliable),9.36,9.36
Illinois,17,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,18,4457,4.04 (Unreliable),4.04,4.04
Illinois,17,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,13,1284,10.12 (Unreliable),10.12,10.12
Illinois,17,20-24 years,20-24,Unknown or Not Stated,Unk,Vaginal,1,25,721,34.67,34.67,34.67
Illinois,17,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,57,6260,9.11,9.11,9.11
Illinois,17,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,39,2843,13.72,13.72,13.72
Illinois,17,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,208,30638,6.79,6.79,6.79
Illinois,17,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,137,13453,10.18,10.18,10.18
Illinois,17,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,154,29817,5.16,5.16,5.16
Illinois,17,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,105,13589,7.73,7.73,7.73
Illinois,17,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,71,13592,5.22,5.22,5.22
Illinois,17,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,36,5728,6.28,6.28,6.28
Illinois,17,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,69,28959,2.38,2.38,2.38
Illinois,17,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,51,10225,4.99,4.99,4.99
Illinois,17,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,21,9091,2.31,2.31,2.31
Illinois,17,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,14,3094,4.52 (Unreliable),4.52,4.52
Illinois,17,25-29 years,25-29,Unknown or Not Stated,Unk,Vaginal,1,36,1208,29.8,29.8,29.8
Illinois,17,25-29 years,25-29,Unknown or Not Stated,Unk,Cesarean,2,12,419,28.64 (Unreliable),28.64,28.64
Illinois,17,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,29,3404,8.52,8.52,8.52
Illinois,17,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,31,1871,16.57,16.57,16.57
Illinois,17,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,127,15757,8.06,8.06,8.06
Illinois,17,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,92,9065,10.15,10.15,10.15
Illinois,17,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,126,20711,6.08,6.08,6.08
Illinois,17,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,100,11991,8.34,8.34,8.34
Illinois,17,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,43,11560,3.72,3.72,3.72
Illinois,17,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,33,6530,5.05,5.05,5.05
Illinois,17,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,118,46582,2.53,2.53,2.53
Illinois,17,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,78,19995,3.9,3.9,3.9
Illinois,17,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,51,26767,1.91,1.91,1.91
Illinois,17,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,49,11498,4.26,4.26,4.26
Illinois,17,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,15,7019,2.14 (Unreliable),2.14,2.14
Illinois,17,30-34 years,30-34,Unknown or Not Stated,Unk,Vaginal,1,37,1567,23.61,23.61,23.61
Illinois,17,30-34 years,30-34,Unknown or Not Stated,Unk,Cesarean,2,17,705,24.11 (Unreliable),24.11,24.11
Illinois,17,35-39 years,35-39,9th through 12th grade with no diploma,2,Vaginal,1,15,1398,10.73 (Unreliable),10.73,10.73
Illinois,17,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,42,5839,7.19,7.19,7.19
Illinois,17,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,44,4179,10.53,10.53,10.53
Illinois,17,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,58,8323,6.97,6.97,6.97
Illinois,17,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,42,6200,6.77,6.77,6.77
Illinois,17,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,26,4709,5.52,5.52,5.52
Illinois,17,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,15,3468,4.33 (Unreliable),4.33,4.33
Illinois,17,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,75,21852,3.43,3.43,3.43
Illinois,17,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,52,12408,4.19,4.19,4.19
Illinois,17,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,33,15604,2.11,2.11,2.11
Illinois,17,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,26,8906,2.92,2.92,2.92
Illinois,17,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,14,4873,2.87 (Unreliable),2.87,2.87
Illinois,17,35-39 years,35-39,Unknown or Not Stated,Unk,Vaginal,1,20,952,21.01,21.01,21.01
Illinois,17,40-44 years,40-44,High school graduate or GED completed,3,Vaginal,1,13,1087,11.96 (Unreliable),11.96,11.96
Illinois,17,40-44 years,40-44,High school graduate or GED completed,3,Cesarean,2,12,887,13.53 (Unreliable),13.53,13.53
Illinois,17,40-44 years,40-44,"Some college credit, but not a degree",4,Cesarean,2,14,1353,10.35 (Unreliable),10.35,10.35
Illinois,17,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,19,3210,5.92 (Unreliable),5.92,5.92
Illinois,17,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,14,2593,5.40 (Unreliable),5.4,5.4
Illinois,17,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,13,2049,6.34 (Unreliable),6.34,6.34
Indiana,18,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,69,8184,8.43,8.43,8.43
Indiana,18,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,38,1797,21.15,21.15,21.15
Indiana,18,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,52,8461,6.15,6.15,6.15
Indiana,18,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,44,2041,21.56,21.56,21.56
Indiana,18,20-24 years,20-24,8th grade or less,1,Vaginal,1,25,4083,6.12,6.12,6.12
Indiana,18,20-24 years,20-24,8th grade or less,1,Cesarean,2,14,560,25.00 (Unreliable),25,25
Indiana,18,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,93,9710,9.58,9.58,9.58
Indiana,18,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,56,3561,15.73,15.73,15.73
Indiana,18,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,248,35810,6.93,6.93,6.93
Indiana,18,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,142,12430,11.42,11.42,11.42
Indiana,18,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,83,16488,5.03,5.03,5.03
Indiana,18,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,64,5495,11.65,11.65,11.65
Indiana,18,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,10,1266,7.90 (Unreliable),7.9,7.9
Indiana,18,25-29 years,25-29,8th grade or less,1,Vaginal,1,24,4034,5.95,5.95,5.95
Indiana,18,25-29 years,25-29,8th grade or less,1,Cesarean,2,10,557,17.95 (Unreliable),17.95,17.95
Indiana,18,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,68,5591,12.16,12.16,12.16
Indiana,18,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,41,2720,15.07,15.07,15.07
Indiana,18,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,194,26974,7.19,7.19,7.19
Indiana,18,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,154,12626,12.2,12.2,12.2
Indiana,18,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,113,19938,5.67,5.67,5.67
Indiana,18,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,73,9178,7.95,7.95,7.95
Indiana,18,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,34,9327,3.65,3.65,3.65
Indiana,18,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,32,4078,7.85,7.85,7.85
Indiana,18,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,61,24404,2.5,2.5,2.5
Indiana,18,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,61,8846,6.9,6.9,6.9
Indiana,18,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,11,4752,2.31 (Unreliable),2.31,2.31
Indiana,18,30-34 years,30-34,8th grade or less,1,Vaginal,1,18,2757,6.53 (Unreliable),6.53,6.53
Indiana,18,30-34 years,30-34,8th grade or less,1,Cesarean,2,11,474,23.21 (Unreliable),23.21,23.21
Indiana,18,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,21,2617,8.02,8.02,8.02
Indiana,18,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,19,1602,11.86 (Unreliable),11.86,11.86
Indiana,18,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,89,11814,7.53,7.53,7.53
Indiana,18,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,61,7011,8.7,8.7,8.7
Indiana,18,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,66,12101,5.45,5.45,5.45
Indiana,18,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,60,7068,8.49,8.49,8.49
Indiana,18,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,24,7469,3.21,3.21,3.21
Indiana,18,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,39,4168,9.36,9.36,9.36
Indiana,18,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,75,24368,3.08,3.08,3.08
Indiana,18,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,59,10887,5.42,5.42,5.42
Indiana,18,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,27,8911,3.03,3.03,3.03
Indiana,18,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,14,3757,3.73 (Unreliable),3.73,3.73
Indiana,18,35-39 years,35-39,9th through 12th grade with no diploma,2,Vaginal,1,10,893,11.20 (Unreliable),11.2,11.2
Indiana,18,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,31,3910,7.93,7.93,7.93
Indiana,18,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,25,2688,9.3,9.3,9.3
Indiana,18,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,35,4354,8.04,8.04,8.04
Indiana,18,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,26,3120,8.33,8.33,8.33
Indiana,18,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,13,2788,4.66 (Unreliable),4.66,4.66
Indiana,18,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,20,2021,9.9,9.9,9.9
Indiana,18,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,23,8330,2.76,2.76,2.76
Indiana,18,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,30,5051,5.94,5.94,5.94
Indiana,18,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,14,3865,3.62 (Unreliable),3.62,3.62
Indiana,18,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,13,2345,5.54 (Unreliable),5.54,5.54
Indiana,18,40-44 years,40-44,High school graduate or GED completed,3,Cesarean,2,10,560,17.86 (Unreliable),17.86,17.86
Indiana,18,40-44 years,40-44,"Some college credit, but not a degree",4,Cesarean,2,16,659,24.28 (Unreliable),24.28,24.28
Indiana,18,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,12,1272,9.43 (Unreliable),9.43,9.43
Iowa,19,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,27,2721,9.92,9.92,9.92
Iowa,19,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,20,2617,7.64,7.64,7.64
Iowa,19,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,24,3029,7.92,7.92,7.92
Iowa,19,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,15,1104,13.59 (Unreliable),13.59,13.59
Iowa,19,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,63,11923,5.28,5.28,5.28
Iowa,19,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,42,4164,10.09,10.09,10.09
Iowa,19,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,33,6411,5.15,5.15,5.15
Iowa,19,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,16,2135,7.49 (Unreliable),7.49,7.49
Iowa,19,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,44,10205,4.31,4.31,4.31
Iowa,19,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,25,4814,5.19,5.19,5.19
Iowa,19,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,39,8184,4.77,4.77,4.77
Iowa,19,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,25,3533,7.08,7.08,7.08
Iowa,19,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,18,7237,2.49 (Unreliable),2.49,2.49
Iowa,19,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,31,14590,2.12,2.12,2.12
Iowa,19,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,25,4639,5.39,5.39,5.39
Iowa,19,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,11,3471,3.17 (Unreliable),3.17,3.17
Iowa,19,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,25,5336,4.69,4.69,4.69
Iowa,19,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,20,3139,6.37,6.37,6.37
Iowa,19,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,15,4692,3.20 (Unreliable),3.2,3.2
Iowa,19,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,13,5278,2.46 (Unreliable),2.46,2.46
Iowa,19,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,36,13919,2.59,2.59,2.59
Iowa,19,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,25,5918,4.22,4.22,4.22
Iowa,19,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,12,1624,7.39 (Unreliable),7.39,7.39
Iowa,19,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,13,1244,10.45 (Unreliable),10.45,10.45
Iowa,19,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,15,4636,3.24 (Unreliable),3.24,3.24
Iowa,19,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,13,2624,4.95 (Unreliable),4.95,4.95
Iowa,19,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,10,2334,4.28 (Unreliable),4.28,4.28
Kansas,20,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,30,2992,10.03,10.03,10.03
Kansas,20,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,15,663,22.62 (Unreliable),22.62,22.62
Kansas,20,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,22,3423,6.43,6.43,6.43
Kansas,20,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,10,853,11.72 (Unreliable),11.72,11.72
Kansas,20,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,19,3039,6.25 (Unreliable),6.25,6.25
Kansas,20,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,10,1056,9.47 (Unreliable),9.47,9.47
Kansas,20,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,89,12872,6.91,6.91,6.91
Kansas,20,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,53,4559,11.63,11.63,11.63
Kansas,20,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,37,7821,4.73,4.73,4.73
Kansas,20,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,25,2719,9.19,9.19,9.19
Kansas,20,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,11,2273,4.84 (Unreliable),4.84,4.84
Kansas,20,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,21,1822,11.53,11.53,11.53
Kansas,20,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,11,844,13.03 (Unreliable),13.03,13.03
Kansas,20,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,53,9206,5.76,5.76,5.76
Kansas,20,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,43,4278,10.05,10.05,10.05
Kansas,20,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,40,8405,4.76,4.76,4.76
Kansas,20,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,30,3757,7.99,7.99,7.99
Kansas,20,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,14,5017,2.79 (Unreliable),2.79,2.79
Kansas,20,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,19,2084,9.12 (Unreliable),9.12,9.12
Kansas,20,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,31,11603,2.67,2.67,2.67
Kansas,20,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,27,3986,6.77,6.77,6.77
Kansas,20,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,10,3056,3.27 (Unreliable),3.27,3.27
Kansas,20,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,10,511,19.57 (Unreliable),19.57,19.57
Kansas,20,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,30,4412,6.8,6.8,6.8
Kansas,20,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,23,2580,8.91,8.91,8.91
Kansas,20,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,30,5027,5.97,5.97,5.97
Kansas,20,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,23,2819,8.16,8.16,8.16
Kansas,20,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,14,3566,3.93 (Unreliable),3.93,3.93
Kansas,20,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,10,1910,5.24 (Unreliable),5.24,5.24
Kansas,20,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,24,12133,1.98,1.98,1.98
Kansas,20,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,20,5185,3.86,3.86,3.86
Kansas,20,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,20,5503,3.63,3.63,3.63
Kansas,20,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,10,2360,4.24 (Unreliable),4.24,4.24
Kansas,20,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,15,1527,9.82 (Unreliable),9.82,9.82
Kansas,20,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,12,1096,10.95 (Unreliable),10.95,10.95
Kansas,20,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,10,891,11.22 (Unreliable),11.22,11.22
Kansas,20,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,15,4549,3.30 (Unreliable),3.3,3.3
Kentucky,21,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,39,5229,7.46,7.46,7.46
Kentucky,21,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,23,1544,14.9,14.9,14.9
Kentucky,21,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,46,7007,6.56,6.56,6.56
Kentucky,21,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,26,2294,11.33,11.33,11.33
Kentucky,21,15-19 years,15-19,"Some college credit, but not a degree",4,Vaginal,1,10,1491,6.71 (Unreliable),6.71,6.71
Kentucky,21,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,40,5054,7.91,7.91,7.91
Kentucky,21,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,33,2357,14,14,14
Kentucky,21,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,167,25268,6.61,6.61,6.61
Kentucky,21,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,121,10838,11.16,11.16,11.16
Kentucky,21,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,59,13375,4.41,4.41,4.41
